/home/aivs/anaconda3/envs/KSM/bin/python /home/aivs/바탕화면/aa/densenet.py 
Iter: 106000, Loss: 2.4556, LR: 0.005000
Iter: 107000, Loss: 2.3396, LR: 0.005000
Iter: 108000, Loss: 2.2413, LR: 0.005000
Iter: 109000, Loss: 1.8300, LR: 0.005000
Iter: 110000, Loss: 2.5488, LR: 0.005000
Iter: 110000, Count: 28103, Accuracy: 54.30%
Iter: 111000, Loss: 1.9824, LR: 0.005000
Iter: 112000, Loss: 2.1056, LR: 0.005000
Iter: 113000, Loss: 1.8956, LR: 0.005000
Iter: 114000, Loss: 1.7832, LR: 0.005000
Iter: 115000, Loss: 1.9240, LR: 0.005000
Iter: 116000, Loss: 2.3546, LR: 0.005000
Iter: 117000, Loss: 1.8882, LR: 0.005000
Iter: 118000, Loss: 1.9690, LR: 0.005000
Iter: 119000, Loss: 2.0948, LR: 0.005000
Iter: 120000, Loss: 2.0603, LR: 0.005000
Iter: 120000, Count: 28825, Accuracy: 55.70%
Iter: 121000, Loss: 2.0141, LR: 0.005000
Iter: 122000, Loss: 2.3133, LR: 0.005000
Iter: 123000, Loss: 1.9498, LR: 0.005000
Iter: 124000, Loss: 1.7808, LR: 0.005000
Iter: 125000, Loss: 1.4664, LR: 0.005000
Iter: 126000, Loss: 1.9483, LR: 0.005000
Iter: 127000, Loss: 2.0593, LR: 0.005000
Iter: 128000, Loss: 2.1671, LR: 0.005000
Iter: 129000, Loss: 1.8344, LR: 0.005000
Iter: 130000, Loss: 1.8743, LR: 0.005000
Iter: 130000, Count: 29078, Accuracy: 56.19%
Iter: 131000, Loss: 1.6416, LR: 0.005000
Iter: 132000, Loss: 1.8906, LR: 0.005000
Iter: 133000, Loss: 1.5498, LR: 0.005000
Iter: 134000, Loss: 2.0370, LR: 0.005000
Iter: 135000, Loss: 2.0091, LR: 0.005000
Iter: 136000, Loss: 1.7197, LR: 0.005000
Iter: 137000, Loss: 1.8884, LR: 0.005000
Iter: 138000, Loss: 1.8369, LR: 0.005000
Iter: 139000, Loss: 1.8002, LR: 0.005000
Iter: 140000, Loss: 2.0235, LR: 0.005000
Iter: 140000, Count: 29095, Accuracy: 56.22%
Iter: 141000, Loss: 1.7168, LR: 0.005000
Iter: 142000, Loss: 1.4767, LR: 0.005000
Iter: 143000, Loss: 1.3850, LR: 0.005000
Iter: 144000, Loss: 1.5416, LR: 0.005000
Iter: 145000, Loss: 2.0366, LR: 0.005000
Iter: 146000, Loss: 1.7004, LR: 0.005000
Iter: 147000, Loss: 1.7507, LR: 0.005000
Iter: 148000, Loss: 1.7815, LR: 0.005000
Iter: 149000, Loss: 1.7102, LR: 0.005000
Iter: 150000, Loss: 1.6129, LR: 0.005000
Iter: 150000, Count: 29629, Accuracy: 57.25%
